ID,Is_Lead
QYLVIBTM,0.052081235
JHWUNEZH,0.022331538
AGN5DBVK,0.053111795
CYAEDTHW,0.80237716
F7IBP4IN,0.021362236
OJIYXHTF,0.20368412
SALPTUWN,0.8669946
HAGGTWIC,0.02361788
9775WRVD,0.052376818
9UDBVTEN,0.17650215
HBOZYZEB,0.8585676
AWRDAGGG,0.052285597
U3CTPNJQ,0.05250773
RWAVX7EM,0.05056034
W9KBGYZN,0.30448812
WCTUVXHW,0.30547586
KQXCZEUN,0.06169545
FIBSGIUI,0.99187243
6ENRNGBB,0.84531105
F7HFRXAY,0.06034414
3QMFZ6MG,0.84156847
CETZXEHM,0.024504485
MVYA6OKG,0.036468167
NCXARIXM,0.062336158
PAFRBPBE,0.05182238
JDD7MHWP,0.056187253
52GDYO4Y,0.052410223
GN76JIKQ,0.060678218
NSUBDJWH,0.050901882
3ZUCAUSZ,0.05800132
UXTZQVNR,0.051736087
D3AB6UZW,0.9927516
PD8WNEHX,0.83347523
GE56MZQJ,0.05260537
MARFBKTP,0.021667646
LVSCYKZT,0.85668933
49KDETNR,0.15383023
Y2MBDZU7,0.048323605
RHBUWTXS,0.84995884
F4AAW7PD,0.9951364
CVHYEM4Z,0.05234657
NHN8QMS2,0.051639076
UYHIZ8MT,0.022313423
9DWVHD3O,0.056288533
EWLAK4GE,0.1485283
46YW585O,0.23212315
EZNPIXRN,0.023002313
BMVRVKYK,0.04384104
HVNHNJEB,0.02287725
D7RYZE8H,0.052682627
GGCPSUYK,0.84421176
AKGX454F,0.053245023
AUENX5MU,0.20799583
K3P9BNJF,0.46735194
GZARAAOJ,0.06553129
BPVWTYVD,0.99556106
G9RPVUXH,0.25868824
HECMV4DY,0.83971566
NOK5TAYP,0.066697
9AMB6JEW,0.05309564
B24PGRDU,0.44829336
SW4QKESJ,0.8505296
NJG6EFR6,0.10716492
RNZUGWNC,0.07667145
VMUWBQRH,0.4622116
AFPARYBB,0.055120274
K39VG73C,0.051563907
QXMNZSWK,0.09600413
ANI2VMFF,0.051875412
H9SQKBXL,0.12964664
BZAAYPGK,0.02181451
HYJRVQUH,0.051901948
M4ZLUMZQ,0.05204239
M2VYOMRL,0.868768
8GV7MPXJ,0.49189836
EYXEPX59,0.03604764
WWE7JIUW,0.022460267
NLBSAYYQ,0.8270308
XAKCWKLC,0.8415381
BHNKZJ9S,0.8520112
KGWYMNT5,0.05254553
TGGZGMPH,0.04479877
8BMHJAPA,0.06430003
Q7GDXXJE,0.042984903
9PG3OL2T,0.057125494
MC2FFM8F,0.052082658
RKSQ4GEG,0.12201888
JPFJBOMY,0.051498953
WIF6X7FZ,0.024602076
HW9EQGFV,0.05231324
46TGQJ2P,0.45758888
LBJPCQYZ,0.16047034
CP8PCNYH,0.020967009
E2E9DY9U,0.99656653
NRERMIQC,0.31732538
DWW2YVVN,0.14960203
MT6YQJTC,0.8513975
WF3H45OX,0.049849615
Z64VBHUR,0.052489217
RHGUXVBZ,0.8248683
39VT3KHH,0.049411416
7UGQBM2Q,0.44192982
6VFM8SWK,0.056241542
88JXDTDU,0.99673086
EXE8SXBM,0.17788516
EIU22WBR,0.5162923
FMGALQCR,0.99833804
KZLRGKBS,0.051858753
FV6MJYDB,0.83668005
NXWRJSCF,0.04606924
8JGKJH2M,0.846132
PFAORYXQ,0.15468262
5DNWKZ22,0.05220421
NBSTGDBW,0.16576765
C9WYJCVP,0.6055174
KG5LHMHF,0.30593982
ANDCDMCM,0.1479298
BTWA9ZGN,0.051874287
XLWNHIQC,0.863026
3JKZNRJC,0.051421463
ZQBEXXUX,0.051756047
UXGSOXZ2,0.046001155
4LU6MDPL,0.02273016
IVYJMW9E,0.056014404
SFXGDBXZ,0.028023899
2XT6UC77,0.26513174
KYF5ZQUU,0.84380853
KJ8384BG,0.06338367
H6Q8OSRV,0.07018097
CQGHOPT5,0.8367345
HM2UTJN9,0.07033626
86UWRZ63,0.12069045
PPSJ4MLH,0.11025146
B36CRKC3,0.21279815
KJU9SFXE,0.050944533
SIGTS3YD,0.11739804
8CTPK8KS,0.07069359
QPRVM8UR,0.8415304
HYV6HRXL,0.08822649
NRNR2QUJ,0.022093207
GQBHRG33,0.4914107
HEMP5YWJ,0.11710659
R49FJ9FM,0.8364365
OFDPWRPH,0.06395057
LVKNHQEM,0.24943176
YPRC9Z7H,0.80033624
D9CGUYB3,0.023321103
ED923SWR,0.09922775
HADCKE68,0.12050445
AMHGML7J,0.21839474
MDETRPQY,0.052066624
4MDAAVMU,0.04726302
MXTFRDPP,0.07311687
TZHVYQXB,0.83946973
KDRRPKI4,0.84224683
5K8HJP4C,0.051747605
WODPIKYP,0.026038345
SHRDUCKX,0.060421884
QVVSFQEE,0.04347208
CPROFPKU,0.47305042
FWA8WNVW,0.17873311
MXA6B7SZ,0.8476579
3XUWRWZV,0.061749548
YUWGUMEH,0.17571838
F6YFPJKH,0.06777447
J56B9SDW,0.30462307
AW3ZSGTP,0.18015856
JT5HNGTS,0.08143384
ZMHQ9JHE,0.9980348
IGX9OAW2,0.84256536
RWQHQAUB,0.09730354
3VP4VZYB,0.052041303
CHW9IJ7B,0.052240316
2IJ6MJBZ,0.84106207
4L7QHUUP,0.021270745
JQOG8WOQ,0.051559713
BLA4R62F,0.052918382
FBFMURJD,0.841894
MFNHWDQG,0.22796504
SNMPY5CE,0.11943435
QPYXTUFK,0.023844412
GMMMHONP,0.07068078
PANJVHQR,0.84156555
JAZJVTEN,0.051875316
OSPN2XFM,0.48132744
FRAINMJC,0.098839216
IX7O9WTT,0.05525117
7GYDNLYD,0.15031838
EJHJO76Y,0.05187682
B6HRKBSW,0.049069703
R4O5NH2H,0.02135833
MHDQRDAM,0.06504981
R2BG7KYJ,0.59536505
75QTXQFS,0.07231032
T4HJLEZW,0.12721127
3CXTTYFP,0.04433134
JUKJSRDZ,0.06569931
TGUIYLBQ,0.83947897
UBZWCWNU,0.13273002
2RGCMS83,0.05683898
7NPTGWUF,0.044818845
LP5RDCNS,0.047004998
IBFUTPPB,0.051773615
YT9T7UCR,0.051353138
TAGIJNPM,0.051116228
ATWA3STZ,0.045647185
JV25KI7T,0.04497332
YVHZI9QY,0.17843029
UNNVQ78U,0.42703605
DJOAHTIT,0.05155392
ZDZD5HBV,0.052038193
DY4EJS8K,0.023954026
QTACZPUN,0.2462222
DDPP6DHD,0.15277809
FD8TGV74,0.052246362
9GWEBGTN,0.13887565
UBEVLAUR,0.34977716
FK7BL4OF,0.98639345
AKXH89MG,0.05234795
TRVCZGZA,0.97771215
BDUYTBNB,0.024219757
NUMXFDMJ,0.10700022
Q93UDVDZ,0.051375195
GUPQGTXM,0.8407092
TAWFNHEO,0.9940996
BCUY4JMK,0.0470817
JEGCVUJB,0.8660199
KFJEDMIO,0.05893427
WP4MXPIQ,0.18990801
HPCJ6CXE,0.54270995
XZJ5KKCX,0.22970478
SSMU2YY6,0.36544606
NAN9RGRQ,0.023953518
FFJDTTFS,0.50705653
J3KEBZ3A,0.06299239
Q4FUEVQV,0.05167227
M7D6CKQA,0.06534547
G94HV9X6,0.05126947
EFURKUQ2,0.052089915
XTSPIHNF,0.34793466
34DHMP5Y,0.2609262
DAGHXHPG,0.16626751
RQNXVY7W,0.12842266
F6U6PFJV,0.2524427
MDFIJWMK,0.85422254
XMSTYCQW,0.8313321
8JEI9XSP,0.22768879
PBQ8KC8Q,0.05244263
QXSXPCWL,0.14044479
MG8AU2SR,0.24213685
IPR3C3WF,0.054341964
4GUCJ4UC,0.18852377
NAZ46XRW,0.845379
INSVNCOB,0.053745195
KDKC78CL,0.06846136
XJMHMDRS,0.05223305
4TFCOKUD,0.05299604
ANQ4VNWU,0.8085015
BIROXTZM,0.2996386
MRSQPE3Z,0.10216547
7ZDRGBCA,0.050365634
KZUGW343,0.046958797
PVVKWQRZ,0.47363716
JWTFQZNR,0.087607086
J659FVZN,0.10544535
5MM6PVUH,0.059675533
G5MEUKAS,0.052114476
CNDO9PSO,0.052680366
6QWKWCOQ,0.84332776
4XZLMGPK,0.8367899
6BCHTUH9,0.021659235
RFUHMQKY,0.03566581
4KUUPKFV,0.8112994
EBTX9869,0.35007602
KHKRSGXM,0.39437973
LSWGPP9W,0.053291243
LTQJTB7H,0.040491864
MPVHYM94,0.15719286
D6ZT8QVU,0.14903748
PLQ8BDCM,0.052524902
R7WSFAF3,0.42010003
8DDCH5HQ,0.8388231
IDYDWLNW,0.05192981
DT9XVDDJ,0.9983369
9ADXQXSJ,0.064827286
9HPH4QJX,0.045442156
HFX2ARBW,0.07433118
MMBZSAA2,0.052750792
KT7JUBMN,0.07664947
PDAU7EAD,0.024872046
KL8ZCVQT,0.11892848
Y46R9S46,0.2217004
KASEPPUC,0.059003547
SWMCETE8,0.07628533
2AWLF8NZ,0.0439675
UFCQNVFU,0.11888291
DEAVPGAJ,0.046014108
KXDGRESR,0.8700462
MEZ6SLGS,0.8406485
8YPTZYNN,0.051888824
NSSQSPQZ,0.057609428
PKZDYGWL,0.052940536
MU3FUPZH,0.052369624
GWVSANHI,0.06845611
RWVYSIGP,0.05238506
5KX3PKOF,0.8141873
4VNJWVJI,0.042217292
AXRX3M8X,0.29179618
HKBNJ9QG,0.1837243
4TKDZDRL,0.052997496
LHG3PYTV,0.09268187
HUUSHN4C,0.18170261
CJVFBPR8,0.3540589
BSMKKKGJ,0.57974654
CKIGPZCA,0.06374405
VDFNZLVX,0.05363136
M9CZNAWP,0.44215226
HMYC2JVS,0.85750604
3QMEEWY6,0.21582213
CWQYOPWE,0.05121675
WXJA4SHZ,0.3842478
LSDVBVEC,0.8230781
ENSGYGRK,0.9959684
KTTGYYGH,0.05191724
O5KUSBM4,0.05334173
GKNANXCE,0.05069958
EWYKBGV7,0.051854953
NFVGZ67G,0.11175197
AEM8KK2S,0.052129366
XI6AQAMS,0.023142122
9DYRYNWU,0.056386944
PJVMAFFS,0.052258372
KDWRSYDF,0.25843227
NVAWMZUA,0.07129912
2PO8FCOP,0.99788916
2PRTLCBD,0.05797678
5GHEGMUV,0.123266615
K84E4NDV,0.05205144
F7WD4XBH,0.9921633
DE4TXP93,0.28771502
WJFKRB9E,0.024855766
OFWDRK8J,0.04901515
55IOMSA5,0.051984668
E7Z36SAZ,0.051889915
4KQNSAXD,0.100562185
MPZAGC4Q,0.053043045
D8XQVDUR,0.061142903
GB9NABSK,0.42841297
4UPYZNVT,0.051266767
KAE7BFUF,0.05162116
COMV2FLO,0.2818903
VCAQQBCZ,0.0891366
JJTQHQMR,0.8437084
ROGZOCCW,0.05310779
TMSDOEGP,0.21917689
AYHKQKTU,0.45766374
NTI7NGAH,0.5577102
TGJZCZWI,0.051884487
HTLAUZ8H,0.842996
ZPFIFART,0.0489667
3KDAFMIK,0.23845781
CEAPKXXR,0.20580782
57NPJSEU,0.06547264
7UIWNHMD,0.052015662
WD8PSTT6,0.8355093
B4HSJWQ6,0.021373678
AD6XYGPM,0.35254335
EVVRDHHE,0.8571802
HLHMOMCU,0.052801415
Z7UPBJLH,0.09604775
W7TVISHE,0.15791242
KVTZVFHX,0.052471504
MM4NFCCR,0.7947708
KDTIOMNA,0.13315159
PDTIZCFS,0.06801386
SMXZC4F4,0.086933546
MDZKYDYC,0.10368958
LH6RZJHS,0.8353455
KHP8HNKO,0.052261706
4XXQQNUQ,0.3389939
OVUZCDOS,0.18257616
QVTHFYVD,0.095920116
FOCPFJAB,0.36783078
NGNJXHIF,0.17790009
USVJGNNI,0.49510068
6GM93WGS,0.039095476
RWJCCRFN,0.836427
SHASZHNV,0.18416445
NC5DFQB6,0.34130007
EWCU5B7G,0.052150134
DCBG7TOL,0.8373432
MNGFJWCU,0.07547702
HMATZSZA,0.21477197
FYPLD4TD,0.59106636
Y2UYMQRY,0.08797773
EHJKY4EE,0.06342957
S8YJ8NB7,0.44319358
FVQWTPDT,0.056319896
C4OPDSPT,0.09995712
JWKAFWMJ,0.25698274
GLWEBE3T,0.060193546
8AOZTVF5,0.0514353
DFEMWMD5,0.12630205
CUMACWMJ,0.07256399
TOSQTDRR,0.052725818
MDKFGGES,0.43912083
4AWWNF7S,0.053179845
J2SFS86J,0.83476907
XG5TYUHO,0.193656
FBL4MSEM,0.043464746
ERFC3HUC,0.13893138
ARJSYCGD,0.17338166
FPPRAEPA,0.8073792
LPZDQUIY,0.05195965
DHDZSHR7,0.11830123
FREWPHG4,0.052115813
FZSOEHV5,0.052174743
K3M8GLMR,0.063704014
FGFVBQWX,0.09034937
GQAFURTQ,0.8431146
AMBYFHRQ,0.2919144
VNJBJNEQ,0.17180471
JNCG9I2P,0.051601857
7MEVUQFG,0.041104306
VLGYEYWG,0.110618845
SU2S4IGF,0.06704283
QQQYB55U,0.05265095
V485Z429,0.051891886
NMKTWEHA,0.024542395
DRC4GPFS,0.21233974
9R8UVRXF,0.15786247
RMYMJXQQ,0.059043463
CWFZ9DQA,0.044402555
ACZFXI8Q,0.059646744
Q76LCGGH,0.8380148
N4RDNLAW,0.022163875
IKNEB7Z8,0.25881663
MZII5CBT,0.471181
IJGVPHQC,0.80826443
EVQV258U,0.05137887
ZF9P2MOC,0.18922476
DCABEY3X,0.023712277
ZI9RGEJW,0.037164286
Y5YFRTWK,0.052128103
SFGXG2WN,0.05059201
GDEWJIW5,0.09546791
XZKIECYB,0.5390687
HTSTDAJH,0.02130167
DEVAARIG,0.99756473
LSF2MPUX,0.22969782
GPTESZGN,0.3155231
G8IVOHEH,0.27843505
WBPPPRDH,0.40928155
AKTSJYA4,0.115130104
BPWBREH8,0.84724337
H5GHIN8W,0.05234275
P33Z47E2,0.09616222
8VHEWVNA,0.09401723
JJFRSFIA,0.34641764
NCBBMQDS,0.26793587
3PQW2DX3,0.052655995
DTZGGOIY,0.18702182
CXAJSUGH,0.3234141
QHE5SHXK,0.15805434
URNADMFD,0.25241262
RZFETUY6,0.052287623
J9RYUDEA,0.066782266
OEDZMRST,0.06967011
MK6J6UHI,0.056732796
JCSCEOUQ,0.3350036
LLZOHVBX,0.052230537
NDH76UCX,0.09019114
MP6NDZCE,0.06305676
4A7SABYB,0.052493356
J8QRPP9S,0.35271937
CMPFL56L,0.5005323
HAGZ6H4Z,0.086402945
NC4TN9HT,0.1709814
TDUBTYCG,0.029951323
C7HV6CDJ,0.05194672
KAFDCXD2,0.053209793
AFGB8JKS,0.073099814
ZIZPZNPA,0.15077497
V5DHK8T3,0.10817552
FMJMW6YJ,0.056140296
DMBSZZAC,0.88254094
6HDFIOKH,0.05940233
VHHRE4MW,0.16728987
G2HF8JQ8,0.050314944
5AW5KK2E,0.83156216
QOGMGEE2,0.022069948
HAVMD79W,0.026828986
RHUCNARW,0.093437865
KGPPZ5FX,0.47055763
JMRKJUFC,0.116935566
DBTAPLAE,0.023250699
HHBZUPZV,0.047959782
AJBNUPEX,0.051895898
Z8RBPLM8,0.057087548
INSKVAPS,0.8449528
JAEFIAFD,0.043465614
GTVCWSSZ,0.052116327
MXXR7XQ9,0.052946534
CV9WE68A,0.05324173
U3T7NTMP,0.83603185
BOPP4S5C,0.05568119
TAWV3QNU,0.25576013
CFNGU82X,0.052334927
RRK75QQV,0.051776286
DSTSGN2M,0.16183183
CHEEHOP7,0.053217746
XKUEGCVP,0.046588644
CVFXSGRI,0.051487878
XLTA6GNF,0.238087
UKA7NEZK,0.16926076
2PBCC3MH,0.84901714
WVYCIJFB,0.071446
Q6RRMX5U,0.8088671
QDH5Q2TT,0.05167635
N3PCT23Q,0.8419918
KZST4MRG,0.51340777
EVIEEMVY,0.8395571
CWPV5V4C,0.505154
CQZJTJMF,0.055300437
WE6U2DEV,0.8389036
NKWKKGYZ,0.09802445
CMZ5XPZG,0.024827873
IHR7ACZD,0.8253716
CF6BW3RO,0.8479228
4NJAGJMR,0.46627313
KETAJ4Y5,0.058797784
PGPJ3H48,0.21789476
SHROHTPW,0.14410523
ZCUGXEU4,0.42951474
5OYVVXOQ,0.2272365
DK8NIWVE,0.054965563
QKFXRHFW,0.84756297
IDTTJPMG,0.09569517
CF8V3Y7E,0.05327286
EVGRMLBH,0.052216068
6SRB7A4K,0.35472202
MQGF9ODC,0.82747686
3HCEAVQG,0.05239424
BULS33UR,0.14282928
CYPS3LHH,0.066949375
TJEASZTD,0.021540266
8IUCNJ9E,0.84093595
KE5UHOYA,0.47805983
LSCNFYPG,0.115087435
IZKMYIOR,0.8466495
B4OGC7UP,0.38847432
LZQST4AN,0.09610122
7G9UWWIE,0.045769237
NNQKOHTD,0.052144833
XMDJE9FF,0.3551589
FPWDSRNQ,0.07556005
VZCX7DFO,0.83483875
NR3VQXAX,0.20938265
OJJVL6JU,0.06437597
8KNXSNUK,0.052310396
FSQMJUEV,0.85050845
9NW3W6QP,0.32822323
MSHUAKDO,0.052248497
4H9IJ58S,0.05389607
GRPWQ4AU,0.13539918
Q2U5L6XZ,0.13349542
6VU4ILYL,0.8120146
EU5LJ3DQ,0.050734423
GKHGXMGF,0.03979898
MHCVDRME,0.02229037
XAYG7O9C,0.049791336
A5ANMJER,0.052862443
3KITBXBQ,0.024459809
DDN9JYUS,0.13733572
FQQALAGW,0.051778737
CSER6SXR,0.061777383
AKECDKPR,0.27908665
EGAXUQXR,0.5244875
KPH883ND,0.1939808
4XFO4KQG,0.051958516
NULIEJWF,0.02387083
MOK9BYFP,0.99614125
W5NOBB5X,0.020382553
DZEEZELQ,0.83921057
ISUHIQ4Y,0.023127
BGNFAWFG,0.023427498
QYMJUTHV,0.48814175
JDVPLATC,0.844517
7EHPEAIJ,0.834471
I4TAZDYU,0.052008446
SIE3GLTJ,0.06287585
O9VPNOEI,0.12649299
2KXD6STJ,0.056096055
HOVK78DS,0.051772498
HBHFNGDN,0.5966455
KRWLWEF7,0.99636346
KBXPHW3B,0.24909912
XDHOBFYH,0.05534871
CSJ78DIY,0.8241008
LPAFZLX9,0.025378326
RSS2GPDK,0.022199446
AADN3IKK,0.052654225
MRFCVBMW,0.1245747
U2ARHECV,0.060394984
97QSYTNM,0.05431651
A7CFQYBW,0.056194175
IXHXGABJ,0.052307576
BYWRNBCL,0.052023962
RMLUVDIL,0.02651868
56JVSZGM,0.05193779
BAY4ODN7,0.052215934
JULWYYD9,0.62947834
VW5ESFNX,0.48863864
ITFPTAB4,0.050540388
QN8HQQ3T,0.05159894
GQW5HYW2,0.35137215
JNTXYMUU,0.0526647
OHVWI8VM,0.045648728
EDCMKBNB,0.05336919
G93WNRDT,0.05177489
KTWIJRMP,0.05764247
VDXHDZP2,0.046012424
EJCHHUSA,0.05531314
YSDQMYP9,0.045127343
E9FPG5BA,0.3985271
ERKTNC6V,0.8462158
AJA2BRQD,0.838128
FWB8VGB3,0.053484093
EZNGP29M,0.3278623
N2RFEWP6,0.8470653
9VGAFNEN,0.023850711
BOXZITM8,0.051428616
4XYCSHHC,0.050018195
NHPHVUB8,0.12529498
2BRT2HQW,0.8292711
HNSHGPZH,0.06667755
JJAQP7D2,0.052372783
5C3U2IJC,0.8580406
FJBNEYU5,0.051770136
69EJKQMH,0.05915466
WMD3HAZW,0.052091513
AUXPKPRF,0.08306896
2Q9QULMK,0.8460353
2DSW6SBM,0.094285786
HDSL8BCS,0.022737345
MPHRSIGB,0.025273155
6NST8BPS,0.17327961
F6MCXQUB,0.13207825
HDVNDVTK,0.09659632
DXV4KTHY,0.5199037
PXHDTIGW,0.81764966
KUFEUVBW,0.05484279
JQNKHVSN,0.9962302
AGHFBNJ9,0.06847697
MHFM5Q6R,0.12463975
VM5VQJTY,0.052234847
F2SHSVZX,0.051863536
BAE4F9JQ,0.83950436
GTAJLPW2,0.30128637
AJ4TWA99,0.023332745
FDW78RJB,0.051411174
NOXVKUDZ,0.42545336
MKEXMB4D,0.10739238
NSNPOT7D,0.051866863
AT7GCDDZ,0.08022228
KJCJPSBC,0.051828384
HWKXUYVG,0.05533862
4IOHFWV4,0.094624944
JKXPXPNQ,0.39937466
WD6FXTYS,0.3993466
YPS5GP3Y,0.8273113
EKS9W8D7,0.06665214
ZHDHDNX7,0.050732702
8TDV5WB8,0.14481571
KP7U5QIN,0.87734354
N5B44P6W,0.07595738
PNSHVNAH,0.19243921
HR4NRIOO,0.14100735
W2RVRTKR,0.06811526
2RSZJJ8B,0.5227096
3CCEHZEC,0.2657622
6USXDH49,0.051792912
MJJPWZTM,0.052158397
KNBKKAKO,0.26033574
MZU6UNH6,0.038857058
8U5KASGI,0.5477255
ECC7W9JD,0.26037192
MMKNVDKF,0.8481341
7J3BF5NA,0.46951482
GPEAYUNN,0.086272106
K72IETVX,0.4529606
GP7EBYZR,0.82454646
MRZXSBRV,0.077938296
XDARXBZE,0.044008754
GUEQBMBU,0.052447602
KGACBFBW,0.053246755
2NHWA9BD,0.022904135
BVBYTYNP,0.051536206
GNRWUZRP,0.8350851
5E5RMI9D,0.1435401
669JNPEC,0.8389125
BET772GL,0.05030647
B9WGDB4T,0.25216487
TTTZI5ZW,0.0769654
FUR6XWHK,0.02159204
HQLGUQUD,0.40394467
YSTLWAPH,0.0776615
HAPBNU5C,0.32263595
5OZZN5RC,0.26439437
UWFWGAAL,0.02261746
HWMKEIC6,0.05650461
FENHBNQV,0.051978856
NTSAUAKA,0.05221234
VKEUJ4AZ,0.99480176
4GNFYFR4,0.023522586
X63TWEKB,0.20564426
LEYXGUTO,0.09688058
G89ZYEMM,0.057709016
HU7ROTTN,0.07745635
L5PG9PPC,0.48034328
UVCS3BUT,0.0532178
KSYSXHE2,0.0517347
BPXRPJ4V,0.05230022
EYSDEKXL,0.25027204
Y6YDMYVB,0.10029344
NJZOZZUM,0.060932133
JJVDV34V,0.081800535
FLSJXHX7,0.8293691
AXMPA2DI,0.25289297
GAYCP87I,0.26732424
LZWXVWHJ,0.046080448
9YYDMKSR,0.051710322
RZMXNIMT,0.068049684
YBEFZIAA,0.0850263
M5XUISX2,0.11696018
DSA3JVXW,0.10997351
WX3JRXRA,0.21471341
EEHUGXST,0.20726496
AEVNSRKO,0.05332408
2ES7DDIK,0.051377453
UHZBWNBY,0.12277268
OBOUPHGA,0.5003996
EJQTSUJ3,0.07989517
BMSG7GLT,0.05672661
MHGMB4MU,0.052129935
P3EQ2R7N,0.8286648
8SYA6VPW,0.10356488
B38S9XQC,0.054227524
KJYP5J44,0.094336584
FWWXDB5I,0.10308379
SRWBOGBW,0.6002143
W7UVWWIG,0.50225306
6RHKXGMB,0.05569081
S8KJUBYF,0.052192006
3XNJYMTM,0.047796465
BWBDAQZV,0.024394963
JM4OE5LA,0.17080945
8AJ4Q5PZ,0.051452577
9NVKYU6V,0.053509593
YEU5S7SF,0.50018
GHGQQFHZ,0.23736134
CEQFUJ5E,0.32999134
B2UAMWKG,0.8399296
TXJFGQQY,0.05528471
8ICRTCHZ,0.32010213
EFYSBN3F,0.040110745
HDKJ4HKV,0.053209517
MBJSEQSY,0.023194876
HEMVB5FN,0.05304796
L4KPHNPU,0.05357442
6AXOWXGB,0.3379842
RIDEUISU,0.10327161
JIN8S4TY,0.051235043
FCNGHBR4,0.9918856
CYRWWRYV,0.18215984
DVUBHQDC,0.3108253
QR2OYQZV,0.052707963
GFJ4QQZV,0.22431287
K7R942B5,0.05538787
ET9PMZ5F,0.39764056
3GMCAIXV,0.117335044
BJJN5M5T,0.0508997
BDJDDAJM,0.023535032
RGHZTMZD,0.8365246
8RKURWDH,0.06702256
FJX3KEBX,0.8381485
FTIUH97G,0.08923665
MSXVZXHE,0.053246897
MJDWHFD4,0.31651896
MNZD2TBN,0.052432932
HFWBG3DJ,0.050947174
ZTNQZECR,0.35154206
XHFJBVRF,0.46294436
MIEJ9PJK,0.05232984
8O52NLQZ,0.4402604
TWRW8NMA,0.36240134
NSADCNYQ,0.045485962
XQN4JRA5,0.050947215
BAXSFJQP,0.051839024
UAMUGH9T,0.13201794
J7EPL3U9,0.20067787
KD7AAZKN,0.17333616
FZCJNPSQ,0.051186044
BWT5PQUU,0.12156786
7WNU2JRP,0.14545096
IHFWHGY9,0.05353478
HGQWUWCI,0.34172517
AOSJYTQS,0.046738323
E5JX4PZB,0.07390587
5V44MCDX,0.021800276
69EGTAYQ,0.022184923
3ZZNEIH8,0.05132447
7UPDN8RJ,0.48290962
NODQEXWE,0.08466867
DJA6WCGR,0.5539969
NZWDTZPI,0.050432667
CALFCRZB,0.32294744
3KQEUHKD,0.85315907
34P6WZPU,0.051346086
DXRDV43F,0.44223323
TVYBM9RS,0.08836975
IRATAUN5,0.73188674
YEONBTGD,0.07311641
SWLWG9N2,0.051892698
MJPPTZBZ,0.13592763
FTA3R45I,0.057122022
XUJ72D33,0.18389028
EB4Z6STN,0.49222594
KTNZRSFZ,0.09943622
KE9MYP6P,0.28443453
IUHKWUBJ,0.10762583
KVGUG2MZ,0.055034276
YGQJBFQS,0.82064843
CQZUAXDN,0.05194725
WHMQX3MY,0.8590598
54AMQKPC,0.051662114
YGGZE9SF,0.05303457
PGHFVNRD,0.09668838
HB9B2ZDE,0.40206435
EFBCP8H9,0.096189834
CYEGXBFZ,0.051209576
G99UUUKB,0.02186419
DYYWW2TI,0.079549074
SR4K26AH,0.81573164
CHWWNL9E,0.048790835
9QYEINLP,0.06348002
A2HQZLLW,0.99407315
ZBNRYJAW,0.050321355
CQDVBKVP,0.07373671
FVL9WYH4,0.8526351
EOZIBUZD,0.09460536
GEKDXM9F,0.46219093
2PIWIU4T,0.048196673
NPV4HCCT,0.051767834
F2E4MOVX,0.11919807
DSR3ZTRP,0.023089942
C48QHWFW,0.062426366
X2MGTWUY,0.8441993
ES5CUA5M,0.16871479
4TKNYKMG,0.46818188
B8IZPGT7,0.15125424
AZVTQOC3,0.170063
G5ANKLHL,0.05868712
DD3VKAU9,0.022450687
6VF6AKE7,0.4128129
9LXDR4XU,0.052338943
H9A7SOM9,0.05180056
8KWLJGMU,0.04916776
GMHP2G75,0.059493333
N5AXZLYZ,0.09083698
PFETBXXZ,0.38270324
ELVT3HFC,0.05208374
4GYDR2AX,0.46305114
LF4XHONQ,0.84468025
S2HW9LUW,0.07611038
ZZYSJBKR,0.19632973
I9DFFWKB,0.213878
V6SWCWEG,0.0523384
CSEUJ4YM,0.39422193
ESCM76OP,0.14056343
LB6HN3PR,0.052281354
WGJVZANB,0.9971612
AJK99W9H,0.5464096
64FARMSY,0.048585635
MGWZZBJX,0.06697353
EXUFYGVR,0.07842278
EEFG75DC,0.045546066
DUXQWPJD,0.37586185
JKULSETR,0.45818025
TV2S6EZH,0.8634095
DVMY8WMQ,0.8258462
QRPZNACS,0.39865154
JA7DUPRI,0.284277
NBUTXXT8,0.40427247
5QOVBRTD,0.8434435
6M94AVUQ,0.067790866
C4HZ3UQK,0.27768227
ZO8FDHVQ,0.05203334
AUPJAV8Z,0.3912288
3ESCZLJS,0.1949802
KFNWURUX,0.051805265
QPBNC2E5,0.062726796
CWCTZWVK,0.99822205
UVKJVPHR,0.05183247
CTHDKDKC,0.8357015
UVMJRYLJ,0.051823903
HCQVTAHW,0.4598319
7MLVX3MG,0.052581374
YHS42Z9A,0.0527545
NOEEEAW4,0.051959705
GVDX8OSR,0.18065578
QWEGF2JK,0.06807195
HUVXOY5H,0.063959524
MPZ4QRVW,0.042646036
DVNNKMAT,0.03509084
GGAVDNJW,0.5040123
BYSZ8FBR,0.37157032
D9JBWEPJ,0.3282803
RFIDNBDE,0.051413596
BDIBM2GG,0.09771542
8WAWEUJT,0.23486184
MFATDKVT,0.051644452
ZANQG8E4,0.5024077
39PJOUIM,0.05008616
NM2B7XD3,0.051712155
VM9QJYEP,0.052297197
5JXOUEUC,0.05089143
S7VPKTUX,0.2782836
CDM5H9B7,0.8368933
FRDGEP7D,0.20940322
AJBWY9XP,0.83892405
BBRI99BF,0.5221981
PRMXKTMC,0.6224676
DYIJGZBZ,0.06574652
8O9CGGVM,0.052949917
